round,client_req,new_updates,avg_loss,queue_size,client_train_acc,client_test_acc,accuracy_score
538,10,13,"[11.059876585006714, 10.862834811210632, 11.22026515007019, 10.793138670921326, 10.843391466140748, 10.897072696685791, 10.861244249343873, 10.897693324089051, 10.816020202636718, 10.949286270141602, 11.200103044509888, 11.054905009269714, 11.197882056236267]",2,"[0.595, 0.62, 0.48833333333333334, 0.5166666666666667, 0.55, 0.54, 0.605, 0.41333333333333333, 0.5516666666666666, 0.49166666666666664, 0.5266666666666666, 0.5316666666666666, 0.53]","[0.5536, 0.5609, 0.4943, 0.4684, 0.5182, 0.5246, 0.5346, 0.3973, 0.5012, 0.4701, 0.4743, 0.5153, 0.5185]",0.1503
539,9,9,"[11.09232542514801, 10.901728701591491, 10.811500215530396, 10.788413381576538, 10.77304744720459, 10.86533489227295, 11.131752848625183, 10.801054692268371, 11.213484740257263]",2,"[0.5383333333333333, 0.5333333333333333, 0.5883333333333334, 0.5633333333333334, 0.635, 0.525, 0.4166666666666667, 0.5783333333333334, 0.5333333333333333]","[0.4989, 0.5081, 0.518, 0.5111, 0.546, 0.4695, 0.4212, 0.5397, 0.5343]",0.1559
540,10,10,"[10.985437870025635, 10.987606549263, 11.430989599227905, 11.1163094997406, 11.062742209434509, 11.259273457527161, 11.331328558921815, 10.905018949508667, 11.202636432647704, 11.227327227592468]",2,"[0.555, 0.5516666666666666, 0.485, 0.5416666666666666, 0.55, 0.5266666666666666, 0.5783333333333334, 0.5616666666666666, 0.535, 0.6383333333333333]","[0.5013, 0.5023, 0.4631, 0.5034, 0.5297, 0.4626, 0.5201, 0.5247, 0.4844, 0.5415]",0.2375
541,10,6,"[10.741921043395996, 11.129972624778748, 10.77446813583374, 11.104141974449158, 10.792510914802552, 10.867335963249207]",6,"[0.5633333333333334, 0.4166666666666667, 0.5283333333333333, 0.6383333333333333, 0.6033333333333334, 0.5816666666666667]","[0.5, 0.4157, 0.4715, 0.5954, 0.5438, 0.5483]",0.1826
542,10,9,"[10.940501165390014, 10.719896245002747, 10.846179246902466, 10.974260115623474, 10.72968602180481, 10.892304182052612, 10.86765718460083, 10.876316356658936, 10.719741344451904]",7,"[0.6116666666666667, 0.5183333333333333, 0.5566666666666666, 0.5233333333333333, 0.5, 0.6483333333333333, 0.435, 0.5333333333333333, 0.6216666666666667]","[0.5292, 0.5023, 0.5011, 0.4783, 0.4786, 0.556, 0.4385, 0.5025, 0.5422]",0.2
543,10,9,"[10.808359813690185, 10.849499082565307, 10.862145590782166, 10.709712886810303, 10.815341019630432, 10.729728627204896, 10.827495217323303, 10.913471698760986, 11.030667424201965]",8,"[0.43833333333333335, 0.6066666666666667, 0.55, 0.545, 0.5716666666666667, 0.545, 0.6683333333333333, 0.545, 0.565]","[0.4109, 0.5564, 0.5258, 0.4911, 0.5034, 0.4911, 0.6102, 0.4931, 0.5056]",0.1389
544,8,8,"[10.70153512954712, 10.860633587837219, 10.80919382572174, 11.201754426956176, 11.028288769721986, 11.095547151565551, 10.870216393470765, 10.946100115776062]",8,"[0.57, 0.7416666666666667, 0.5383333333333333, 0.4166666666666667, 0.5, 0.5033333333333333, 0.655, 0.5516666666666666]","[0.5042, 0.6715, 0.5097, 0.3854, 0.4615, 0.497, 0.5862, 0.5191]",0.1946
545,9,8,"[10.967406678199769, 10.942563891410828, 10.982384896278381, 10.902752804756165, 11.065579986572265, 10.911892962455749, 11.3269273519516, 10.98562319278717]",9,"[0.585, 0.44, 0.595, 0.5466666666666666, 0.54, 0.52, 0.5716666666666667, 0.525]","[0.5136, 0.4332, 0.5157, 0.5116, 0.4695, 0.4657, 0.5249, 0.4999]",0.1666
546,10,14,"[10.894422841072082, 10.837823414802552, 10.772983026504516, 11.206558966636658, 10.752880620956422, 10.74803285598755, 10.87193341255188, 10.68195824623108, 10.708986902236939, 10.747266578674317, 10.697783923149109, 10.846766185760497, 10.92573277950287, 10.91286015510559]",5,"[0.5, 0.6783333333333333, 0.5816666666666667, 0.6466666666666666, 0.555, 0.5283333333333333, 0.5883333333333334, 0.6033333333333334, 0.5333333333333333, 0.51, 0.4533333333333333, 0.5966666666666667, 0.605, 0.5616666666666666]","[0.4736, 0.6155, 0.519, 0.5709, 0.5084, 0.5052, 0.5458, 0.5438, 0.4915, 0.4815, 0.4592, 0.5541, 0.5381, 0.4618]",0.1491
547,9,9,"[10.738299775123597, 11.608144736289978, 11.296938252449035, 10.74232714176178, 10.797953724861145, 10.92214789390564, 10.824613809585571, 10.615438389778138, 10.704064989089966]",5,"[0.6016666666666667, 0.4716666666666667, 0.4, 0.6366666666666667, 0.5933333333333334, 0.5066666666666667, 0.6466666666666666, 0.5633333333333334, 0.58]","[0.5607, 0.4539, 0.413, 0.5921, 0.5515, 0.4831, 0.5767, 0.5297, 0.52]",0.0893
548,9,7,"[10.8599613904953, 10.845268654823304, 11.413743090629577, 11.022194147109985, 11.224280142784119, 11.255869340896606, 11.270742869377136]",7,"[0.455, 0.5633333333333334, 0.6033333333333334, 0.5383333333333333, 0.405, 0.45, 0.3933333333333333]","[0.462, 0.4847, 0.5367, 0.4784, 0.3599, 0.4315, 0.3594]",0.2367
549,10,11,"[11.059897208213807, 11.38043212890625, 11.121942615509033, 11.103625106811524, 10.909404373168945, 11.092955112457275, 10.818375372886658, 11.191497111320496, 11.118658804893494, 11.08206787109375, 10.897827863693237]",6,"[0.6016666666666667, 0.4066666666666667, 0.40166666666666667, 0.545, 0.585, 0.5366666666666666, 0.5533333333333333, 0.5616666666666666, 0.47333333333333333, 0.465, 0.48333333333333334]","[0.5767, 0.3835, 0.4003, 0.5425, 0.5358, 0.5072, 0.5011, 0.5089, 0.4469, 0.4557, 0.4728]",0.1898
550,9,7,"[11.134088635444641, 11.069798183441161, 11.503043913841248, 11.498546695709228, 11.247219038009643, 11.76972417831421, 11.594312930107117]",8,"[0.5, 0.49, 0.4116666666666667, 0.47333333333333333, 0.49666666666666665, 0.46166666666666667, 0.5233333333333333]","[0.452, 0.4501, 0.397, 0.444, 0.5006, 0.4572, 0.4723]",0.1685
551,9,14,"[10.81973865032196, 10.87948727607727, 11.231122088432311, 11.58330841064453, 11.106010246276856, 10.798471450805664, 10.861137628555298, 10.913558268547058, 10.973230910301208, 11.07382755279541, 10.975486135482788, 10.844316816329956, 11.389509749412536, 10.897853350639343]",3,"[0.4866666666666667, 0.5166666666666667, 0.49, 0.5016666666666667, 0.4583333333333333, 0.54, 0.52, 0.6, 0.555, 0.4683333333333333, 0.5266666666666666, 0.5366666666666666, 0.5566666666666666, 0.5516666666666666]","[0.4598, 0.4983, 0.42, 0.4739, 0.4347, 0.5013, 0.4935, 0.5241, 0.5023, 0.4546, 0.4868, 0.4852, 0.5408, 0.5218]",0.1271
552,10,11,"[11.318220114707946, 10.971782231330872, 11.233652186393737, 11.391955280303955, 11.30093936920166, 11.213979721069336, 11.233955144882202, 11.259699511528016, 11.50641713142395, 11.372371912002563, 11.150658655166627]",2,"[0.5266666666666666, 0.515, 0.5233333333333333, 0.5333333333333333, 0.51, 0.42833333333333334, 0.49, 0.5016666666666667, 0.5366666666666666, 0.4816666666666667, 0.5666666666666667]","[0.4712, 0.4664, 0.4807, 0.4905, 0.4661, 0.398, 0.4476, 0.4588, 0.4655, 0.4753, 0.5293]",0.1568
553,10,8,"[11.146707987785339, 10.883381128311157, 11.226062655448914, 10.96759762763977, 12.122917199134827, 11.076015615463257, 10.987675142288207, 11.32338614463806]",4,"[0.585, 0.6483333333333333, 0.46, 0.5316666666666666, 0.36333333333333334, 0.395, 0.4866666666666667, 0.44]","[0.5348, 0.5623, 0.4217, 0.4936, 0.3598, 0.3835, 0.4518, 0.4229]",0.1828
554,10,8,"[11.111446022987366, 11.707656049728394, 11.045836162567138, 10.783204102516175, 10.8431871175766, 10.627784943580627, 10.923220467567443, 10.792911839485168]",6,"[0.5466666666666666, 0.5133333333333333, 0.5016666666666667, 0.5016666666666667, 0.5183333333333333, 0.49833333333333335, 0.5183333333333333, 0.49166666666666664]","[0.4858, 0.4813, 0.4644, 0.4655, 0.486, 0.4402, 0.512, 0.4627]",0.1135
555,9,10,"[10.822574472427368, 11.523096871376037, 11.378612446784974, 11.375901103019714, 11.06195707321167, 11.720580220222473, 11.081332421302795, 11.773017191886902, 11.57527027130127, 11.066615962982178]",5,"[0.5783333333333334, 0.4116666666666667, 0.5166666666666667, 0.5116666666666667, 0.5266666666666666, 0.5016666666666667, 0.5033333333333333, 0.52, 0.57, 0.56]","[0.5362, 0.4046, 0.4763, 0.4781, 0.4969, 0.4764, 0.4434, 0.4857, 0.5237, 0.5469]",0.1156
556,10,8,"[11.278482294082641, 12.259399032592773, 10.863234710693359, 11.131008863449097, 10.879785013198852, 10.977961611747741, 10.917006921768188, 11.074567461013794]",7,"[0.5433333333333333, 0.39666666666666667, 0.5666666666666667, 0.52, 0.5466666666666666, 0.6183333333333333, 0.5683333333333334, 0.48333333333333334]","[0.4998, 0.357, 0.5203, 0.5167, 0.528, 0.5632, 0.5134, 0.455]",0.1438
557,9,13,"[10.972940611839295, 10.796441531181335, 10.744240212440491, 10.80284333229065, 11.320676851272584, 11.080563259124755, 10.75409438610077, 11.182542943954468, 11.014453601837157, 10.797719240188599, 11.171331119537353, 10.966836857795716, 10.956457805633544]",3,"[0.4666666666666667, 0.5083333333333333, 0.5566666666666666, 0.515, 0.37833333333333335, 0.455, 0.48, 0.4633333333333333, 0.37166666666666665, 0.53, 0.45666666666666667, 0.49, 0.52]","[0.4386, 0.4573, 0.4748, 0.4761, 0.3421, 0.4313, 0.4478, 0.4283, 0.3729, 0.5072, 0.4407, 0.4755, 0.5079]",0.114
558,10,11,"[10.877656698226929, 12.326730227470398, 11.407235455513, 11.7325288772583, 11.177989315986633, 11.720791888236999, 11.231749343872071, 12.083395338058471, 11.232269406318665, 11.953467106819152, 11.668654751777648]",2,"[0.525, 0.31833333333333336, 0.5783333333333334, 0.465, 0.43333333333333335, 0.5733333333333334, 0.4866666666666667, 0.4216666666666667, 0.45166666666666666, 0.5383333333333333, 0.4216666666666667]","[0.4665, 0.3233, 0.5352, 0.4472, 0.4062, 0.5229, 0.4539, 0.3948, 0.4588, 0.5175, 0.3996]",0.1135
559,9,9,"[11.042138123512268, 11.350723671913148, 11.306572532653808, 11.695174503326417, 11.017262887954711, 11.562635445594788, 11.055972933769226, 11.441652512550354, 11.117556953430176]",2,"[0.57, 0.5333333333333333, 0.48333333333333334, 0.45166666666666666, 0.5766666666666667, 0.49666666666666665, 0.5833333333333334, 0.5316666666666666, 0.56]","[0.5418, 0.4717, 0.4548, 0.4628, 0.525, 0.4721, 0.5194, 0.515, 0.5036]",0.1135
560,9,8,"[10.992234253883362, 11.219758296012879, 11.299584674835206, 11.522192025184632, 12.094868278503418, 11.412132740020752, 11.342410254478455, 11.502830314636231]",3,"[0.505, 0.525, 0.5583333333333333, 0.4683333333333333, 0.3883333333333333, 0.42833333333333334, 0.48833333333333334, 0.6166666666666667]","[0.4724, 0.4994, 0.4796, 0.4457, 0.3789, 0.3849, 0.4914, 0.5733]",0.1139
561,10,12,"[11.354373288154601, 11.48666512966156, 11.174011063575744, 11.688695597648621, 13.641297459602356, 11.475049901008607, 11.143067717552185, 11.774042177200318, 11.081519150733948, 11.733657193183898, 10.918036508560181, 12.04092605113983]",1,"[0.3616666666666667, 0.35833333333333334, 0.5133333333333333, 0.445, 0.34, 0.49833333333333335, 0.445, 0.415, 0.4766666666666667, 0.37, 0.5666666666666667, 0.47]","[0.3345, 0.327, 0.4836, 0.3962, 0.3199, 0.4485, 0.4351, 0.4379, 0.4621, 0.3054, 0.5181, 0.3887]",0.1135
562,10,9,"[11.90851562023163, 12.263747930526733, 12.315291118621825, 12.02135922908783, 12.203394651412964, 12.159509658813477, 12.255115389823914, 12.224188876152038, 11.388772130012512]",2,"[0.2833333333333333, 0.31, 0.41833333333333333, 0.45666666666666667, 0.32, 0.4083333333333333, 0.37833333333333335, 0.365, 0.48]","[0.2679, 0.3075, 0.3599, 0.4274, 0.3021, 0.3934, 0.3809, 0.3649, 0.443]",0.1603
563,10,7,"[11.439220023155212, 14.4104238986969, 14.440759801864624, 13.261345815658569, 12.687086343765259, 11.774730706214905, 12.204683065414429]",5,"[0.37333333333333335, 0.105, 0.12, 0.35, 0.285, 0.39166666666666666, 0.3283333333333333]","[0.3439, 0.1135, 0.11, 0.3217, 0.2621, 0.3546, 0.3]",0.1135
564,9,9,"[12.854790878295898, 11.536540985107422, 11.910678219795226, 11.778848361968993, 11.718259596824646, 11.457242918014526, 11.7255295753479, 11.6886625289917, 11.487279796600342]",5,"[0.325, 0.39, 0.36666666666666664, 0.415, 0.325, 0.325, 0.38166666666666665, 0.3416666666666667, 0.35]","[0.3113, 0.3336, 0.3483, 0.3891, 0.3198, 0.3249, 0.3266, 0.3103, 0.3314]",0.1135
565,10,8,"[12.006833338737488, 11.468517017364501, 12.074573230743407, 11.93718225955963, 12.18190279006958, 11.641760087013244, 11.424608135223389, 11.765099239349365]",7,"[0.42, 0.475, 0.44333333333333336, 0.37166666666666665, 0.4666666666666667, 0.435, 0.505, 0.45166666666666666]","[0.356, 0.4048, 0.4176, 0.2924, 0.4614, 0.3956, 0.4702, 0.3677]",0.1135
566,9,10,"[11.802945613861084, 11.928567886352539, 11.27692620754242, 11.44383625984192, 11.516298151016235, 11.345481872558594, 11.32680585384369, 11.4398113489151, 11.544768834114075, 11.435974287986756]",6,"[0.5316666666666666, 0.4083333333333333, 0.525, 0.505, 0.445, 0.425, 0.475, 0.425, 0.45166666666666666, 0.4533333333333333]","[0.5002, 0.3905, 0.45, 0.4403, 0.4222, 0.3842, 0.4303, 0.392, 0.4229, 0.4084]",0.1135
567,10,9,"[12.050031447410584, 14.417307710647583, 11.312618327140807, 11.219474363327027, 11.298747849464416, 10.965752935409546, 11.354565143585205, 11.213486862182616, 11.224163746833801]",7,"[0.34, 0.10333333333333333, 0.3416666666666667, 0.39, 0.4633333333333333, 0.5616666666666666, 0.49, 0.4483333333333333, 0.4533333333333333]","[0.3398, 0.1076, 0.3298, 0.3957, 0.4186, 0.5052, 0.4626, 0.3978, 0.3797]",0.1135
568,9,6,"[11.612607288360596, 11.622014880180359, 11.40551791191101, 11.303243851661682, 11.163554382324218, 11.225118470191955]",10,"[0.43833333333333335, 0.52, 0.415, 0.4816666666666667, 0.435, 0.46166666666666667]","[0.3697, 0.4797, 0.3945, 0.439, 0.4127, 0.421]",0.1135
569,10,10,"[11.631756353378297, 11.261431002616883, 11.026517510414124, 11.164837193489074, 11.0760014295578, 11.148462581634522, 11.265127253532409, 11.253096508979798, 11.121540236473084, 11.46512336730957]",10,"[0.3616666666666667, 0.45666666666666667, 0.44166666666666665, 0.475, 0.5333333333333333, 0.445, 0.44166666666666665, 0.41, 0.4683333333333333, 0.5333333333333333]","[0.2966, 0.3983, 0.4274, 0.466, 0.4703, 0.4013, 0.4293, 0.3954, 0.441, 0.4956]",0.1135
570,9,13,"[11.570426344871521, 11.148725295066834, 11.028513193130493, 11.744877099990845, 11.216827750205994, 11.096421194076537, 11.093752908706666, 11.072039270401001, 11.295445466041565, 11.180301141738891, 10.98413724899292, 11.233221125602721, 11.041919898986816]",6,"[0.3566666666666667, 0.565, 0.4533333333333333, 0.43, 0.45666666666666667, 0.49666666666666665, 0.39, 0.44666666666666666, 0.4116666666666667, 0.4116666666666667, 0.49666666666666665, 0.445, 0.37833333333333335]","[0.3142, 0.5055, 0.395, 0.4179, 0.4308, 0.4562, 0.4093, 0.4279, 0.3938, 0.3977, 0.4601, 0.3916, 0.4022]",0.1135
571,10,12,"[11.216300797462463, 12.094482731819152, 11.078000617027282, 10.863883590698242, 10.987307620048522, 11.096457934379577, 11.154613137245178, 11.350087785720826, 10.999464058876038, 10.99006564617157, 11.037692952156068, 11.209186697006226]",4,"[0.5016666666666667, 0.5066666666666667, 0.4166666666666667, 0.5533333333333333, 0.45, 0.4483333333333333, 0.49333333333333335, 0.49666666666666665, 0.4066666666666667, 0.39666666666666667, 0.375, 0.42333333333333334]","[0.4685, 0.499, 0.4107, 0.5095, 0.4414, 0.426, 0.4575, 0.4836, 0.3673, 0.3764, 0.3549, 0.3884]",0.1135
572,10,9,"[11.455993032455444, 11.343056631088256, 10.856469583511352, 11.007591438293456, 10.839502453804016, 11.035684990882874, 10.895901966094971, 10.814941692352296, 11.023263216018677]",5,"[0.5033333333333333, 0.4083333333333333, 0.44666666666666666, 0.485, 0.47833333333333333, 0.39666666666666667, 0.5483333333333333, 0.41833333333333333, 0.49166666666666664]","[0.4477, 0.3851, 0.3789, 0.4421, 0.4442, 0.3986, 0.502, 0.4068, 0.4364]",0.1135
573,9,10,"[11.202978038787842, 10.901736950874328, 10.968933868408204, 11.127652835845947, 11.124006986618042, 10.96070637702942, 11.153356456756592, 10.851300597190857, 11.037105417251587, 11.07252197265625]",4,"[0.4266666666666667, 0.4633333333333333, 0.4533333333333333, 0.49166666666666664, 0.4633333333333333, 0.515, 0.405, 0.4583333333333333, 0.5683333333333334, 0.5366666666666666]","[0.4012, 0.4415, 0.4385, 0.46, 0.4628, 0.4927, 0.3973, 0.3949, 0.5212, 0.4729]",0.1135
574,10,8,"[11.022704982757569, 10.894697141647338, 11.274426054954528, 11.64457790851593, 11.308746647834777, 11.203148746490479, 11.492094016075134, 11.133315896987915]",6,"[0.43, 0.5583333333333333, 0.5883333333333334, 0.5416666666666666, 0.445, 0.5916666666666667, 0.4483333333333333, 0.615]","[0.3995, 0.509, 0.5365, 0.5009, 0.4079, 0.5342, 0.429, 0.5721]",0.1135
575,10,11,"[10.867351174354553, 10.9829669713974, 11.213024878501892, 10.916797256469726, 11.271668791770935, 10.911477208137512, 10.951433444023133, 11.14142723083496, 10.949181652069091, 11.191247248649598, 11.140533328056335]",5,"[0.5616666666666666, 0.5183333333333333, 0.58, 0.505, 0.5533333333333333, 0.475, 0.485, 0.5483333333333333, 0.49166666666666664, 0.56, 0.485]","[0.5017, 0.4762, 0.5337, 0.4612, 0.5255, 0.4434, 0.4126, 0.5188, 0.451, 0.51, 0.4828]",0.1135
576,10,7,"[10.913484382629395, 10.915716910362244, 10.938213968276978, 10.79121949672699, 11.046777081489562, 10.918625593185425, 10.910020327568054]",8,"[0.5433333333333333, 0.4483333333333333, 0.5216666666666666, 0.5333333333333333, 0.49, 0.45666666666666667, 0.43333333333333335]","[0.4875, 0.4015, 0.4816, 0.4946, 0.487, 0.4164, 0.4398]",0.1135
577,9,12,"[11.27400860786438, 11.302918910980225, 10.953265380859374, 11.413898086547851, 11.893437600135803, 10.915185904502868, 11.037942457199097, 10.666353178024291, 10.856733155250549, 11.498788428306579, 11.108440399169922, 11.455635738372802]",5,"[0.5683333333333334, 0.3983333333333333, 0.53, 0.4716666666666667, 0.4033333333333333, 0.42333333333333334, 0.48, 0.52, 0.5666666666666667, 0.46166666666666667, 0.48833333333333334, 0.4033333333333333]","[0.5285, 0.4202, 0.5211, 0.4391, 0.3994, 0.4187, 0.4514, 0.4852, 0.517, 0.4197, 0.4445, 0.4039]",0.1135
578,10,11,"[11.300988411903381, 11.12332649230957, 11.206173276901245, 10.956352710723877, 11.117098379135133, 11.584711050987243, 11.234991216659546, 11.207280015945434, 11.521747827529907, 10.991399121284484, 10.976991653442383]",4,"[0.5283333333333333, 0.43333333333333335, 0.46166666666666667, 0.39166666666666666, 0.4716666666666667, 0.41333333333333333, 0.505, 0.515, 0.3933333333333333, 0.5066666666666667, 0.5316666666666666]","[0.4804, 0.3968, 0.4184, 0.3597, 0.4617, 0.3949, 0.4623, 0.485, 0.3956, 0.4446, 0.5103]",0.1135
579,9,9,"[10.906348705291748, 11.08979287147522, 10.950616693496704, 10.954005360603333, 10.80786862373352, 11.764125275611878, 11.384881448745727, 11.525837469100953, 11.016949939727784]",4,"[0.5016666666666667, 0.535, 0.49666666666666665, 0.5116666666666667, 0.49666666666666665, 0.30833333333333335, 0.4033333333333333, 0.48, 0.515]","[0.482, 0.5126, 0.4491, 0.478, 0.472, 0.2989, 0.3833, 0.4351, 0.4829]",0.1135
580,9,8,"[11.078305721282959, 11.373511505126952, 11.154846596717835, 10.914869332313538, 11.691075444221497, 11.285897254943848, 11.136777782440186, 11.984098052978515]",5,"[0.6033333333333334, 0.4116666666666667, 0.52, 0.5133333333333333, 0.5133333333333333, 0.5283333333333333, 0.5166666666666667, 0.475]","[0.5475, 0.392, 0.4661, 0.4447, 0.4643, 0.4983, 0.4684, 0.4304]",0.1135
581,10,9,"[11.796091794967651, 10.80902795791626, 10.934118175506592, 10.85450849533081, 11.280120635032654, 10.734635853767395, 10.95381693840027, 11.004951906204223, 10.72848699092865]",6,"[0.42333333333333334, 0.4683333333333333, 0.605, 0.5616666666666666, 0.5933333333333334, 0.5466666666666666, 0.49, 0.43333333333333335, 0.5466666666666666]","[0.4127, 0.4775, 0.5467, 0.516, 0.5532, 0.5037, 0.4547, 0.3994, 0.5185]",0.1135
582,10,10,"[11.004801630973816, 11.747601795196534, 11.002416753768921, 10.983706092834472, 11.0365540266037, 10.956163692474366, 10.91633644104004, 10.730599188804627, 11.384558081626892, 10.952481555938721]",6,"[0.435, 0.5166666666666667, 0.48, 0.5966666666666667, 0.5116666666666667, 0.43, 0.44333333333333336, 0.64, 0.555, 0.54]","[0.4072, 0.4754, 0.4659, 0.5282, 0.4785, 0.39, 0.4463, 0.5836, 0.5344, 0.5]",0.1135
583,10,12,"[11.454896879196166, 10.676527380943298, 10.96087579727173, 10.818387031555176, 10.99055323600769, 10.993069553375244, 10.821360802650451, 10.949156641960144, 10.947775983810425, 10.791062617301941, 10.954436016082763, 10.762225079536439]",4,"[0.4116666666666667, 0.645, 0.52, 0.625, 0.5116666666666667, 0.54, 0.48, 0.6316666666666667, 0.5283333333333333, 0.6066666666666667, 0.505, 0.61]","[0.4221, 0.5658, 0.4807, 0.5209, 0.4537, 0.5094, 0.4491, 0.5503, 0.4968, 0.5526, 0.4947, 0.5487]",0.1135
584,9,10,"[10.951332330703735, 10.820269989967347, 10.931932425498962, 10.96933274269104, 11.017292284965515, 10.701960039138793, 10.742874431610108, 10.995341110229493, 10.853590059280396, 11.189330625534058]",3,"[0.605, 0.4716666666666667, 0.5766666666666667, 0.575, 0.6166666666666667, 0.6316666666666667, 0.6016666666666667, 0.52, 0.585, 0.6633333333333333]","[0.5636, 0.4381, 0.5514, 0.5411, 0.5387, 0.5585, 0.5562, 0.5049, 0.5492, 0.5966]",0.1135
585,10,10,"[11.226411080360412, 12.39189898967743, 11.456432366371155, 10.914507579803466, 11.22313961982727, 11.290692019462586, 11.321546125411988, 11.194200491905212, 11.385060787200928, 11.314811086654663]",3,"[0.415, 0.465, 0.6866666666666666, 0.5716666666666667, 0.5283333333333333, 0.615, 0.6016666666666667, 0.5466666666666666, 0.415, 0.49833333333333335]","[0.3995, 0.4476, 0.6158, 0.5102, 0.5547, 0.5612, 0.5693, 0.5254, 0.4015, 0.4689]",0.204
586,10,9,"[10.973181366920471, 11.089630174636842, 11.160146450996399, 10.921335101127625, 11.041286587715149, 11.072623991966248, 10.987007856369019, 10.977654504776002, 11.211442136764527]",4,"[0.585, 0.505, 0.5383333333333333, 0.625, 0.5466666666666666, 0.425, 0.5666666666666667, 0.5283333333333333, 0.48833333333333334]","[0.5289, 0.4809, 0.48, 0.5686, 0.5063, 0.3918, 0.5573, 0.4992, 0.4759]",0.1858
587,10,7,"[10.977269649505615, 11.494854807853699, 11.380213284492493, 11.012591004371643, 11.061459946632386, 11.185930871963501, 11.846267652511596]",7,"[0.495, 0.4083333333333333, 0.47, 0.4716666666666667, 0.48833333333333334, 0.49, 0.38166666666666665]","[0.4859, 0.3799, 0.4261, 0.4007, 0.4564, 0.4536, 0.371]",0.1135
588,9,10,"[10.752061557769775, 10.866587138175964, 11.103972244262696, 10.960161924362183, 10.95611023902893, 10.79954788684845, 10.794702792167664, 10.951486778259277, 11.329033780097962, 11.132845258712768]",6,"[0.6433333333333333, 0.51, 0.41833333333333333, 0.55, 0.48333333333333334, 0.5033333333333333, 0.5333333333333333, 0.5416666666666666, 0.45666666666666667, 0.5166666666666667]","[0.5764, 0.451, 0.4068, 0.5043, 0.4461, 0.4643, 0.4972, 0.5117, 0.4472, 0.4988]",0.2035
589,9,9,"[10.920231461524963, 11.003483867645263, 10.831219792366028, 10.77486424446106, 11.065339422225952, 10.760687851905823, 10.691214680671692, 10.726738667488098, 10.849200868606568]",6,"[0.5483333333333333, 0.5766666666666667, 0.53, 0.5183333333333333, 0.485, 0.605, 0.605, 0.53, 0.5516666666666666]","[0.5183, 0.5412, 0.5071, 0.4812, 0.446, 0.5402, 0.5485, 0.4094, 0.5071]",0.1135
590,9,10,"[10.942484879493714, 11.496776175498962, 11.004327583312989, 10.848491001129151, 11.06768205165863, 10.870647287368774, 10.830176520347596, 10.883049201965331, 10.732916927337646, 10.716336607933044]",5,"[0.5766666666666667, 0.41, 0.5433333333333333, 0.6266666666666667, 0.5166666666666667, 0.5666666666666667, 0.54, 0.5833333333333334, 0.605, 0.6266666666666667]","[0.5388, 0.3827, 0.524, 0.5637, 0.5165, 0.5108, 0.5215, 0.5239, 0.5702, 0.5754]",0.1367
591,10,11,"[11.254525566101075, 10.877578473091125, 11.504972457885742, 11.563196802139283, 11.61470365524292, 11.45145354270935, 11.52047324180603, 11.356497931480408, 11.13077290058136, 11.290378403663635, 11.15465612411499]",4,"[0.4266666666666667, 0.465, 0.425, 0.51, 0.43333333333333335, 0.5333333333333333, 0.5116666666666667, 0.49666666666666665, 0.5316666666666666, 0.565, 0.4633333333333333]","[0.3757, 0.4607, 0.4389, 0.4978, 0.43, 0.4876, 0.4869, 0.4496, 0.5156, 0.5367, 0.471]",0.1135
592,10,10,"[11.195613956451416, 11.072397065162658, 10.76053237915039, 11.157688164710999, 10.656832551956176, 11.06375732421875, 10.884191799163819, 10.85699005126953, 10.872954416275025, 10.995633506774903]",4,"[0.4, 0.44166666666666665, 0.545, 0.575, 0.675, 0.6783333333333333, 0.5183333333333333, 0.5983333333333334, 0.6066666666666667, 0.43]","[0.3954, 0.4257, 0.4692, 0.5287, 0.5875, 0.6325, 0.4847, 0.5254, 0.5567, 0.4002]",0.1135
593,10,11,"[10.89708366394043, 11.488175201416016, 11.465051507949829, 11.260528230667115, 10.929181027412415, 10.810885143280029, 11.61119315624237, 10.958861541748046, 11.084567785263062, 11.3930983543396, 11.318387937545776]",3,"[0.52, 0.5416666666666666, 0.42, 0.5633333333333334, 0.68, 0.62, 0.61, 0.6183333333333333, 0.5383333333333333, 0.37, 0.5033333333333333]","[0.4839, 0.4875, 0.4115, 0.4927, 0.6125, 0.5334, 0.5501, 0.5757, 0.5002, 0.3826, 0.5072]",0.114
594,10,9,"[11.294218158721923, 11.395677590370179, 10.977532649040223, 10.697997617721558, 11.154104828834534, 10.939955019950867, 10.88557071685791, 11.29576210975647, 11.155129194259644]",4,"[0.3933333333333333, 0.5366666666666666, 0.49666666666666665, 0.5433333333333333, 0.5116666666666667, 0.5983333333333334, 0.51, 0.55, 0.4583333333333333]","[0.3916, 0.4998, 0.4901, 0.4906, 0.5007, 0.5237, 0.4452, 0.5088, 0.4479]",0.1135
595,10,9,"[11.084508204460144, 11.11495795249939, 10.920512747764587, 11.075343942642212, 10.954648852348328, 10.80371904373169, 10.958200764656066, 10.681069040298462, 10.805030632019044]",5,"[0.7566666666666667, 0.625, 0.5566666666666666, 0.595, 0.5216666666666666, 0.4866666666666667, 0.61, 0.7, 0.545]","[0.6859, 0.549, 0.4493, 0.5358, 0.4959, 0.4693, 0.5582, 0.5882, 0.5009]",0.1135
